ensembl_gene_id	entrezgene_id	external_gene_name	chromosome_name	description	gene_biotype
Acod1	ENSMUSG00000022126	16365	Acod1	14	aconitate decarboxylase 1	protein_coding
Cln5	ENSMUSG00000022125	211286	Cln5	14	ceroid-lipofuscinosis, neuronal 5	protein_coding
Fbxl3	ENSMUSG00000022124	50789	Fbxl3	14	F-box and leucine-rich repeat protein 3	protein_coding
Mycbp2	ENSMUSG00000033004	105689	Mycbp2	14	MYC binding protein 2, E3 ubiquitin protein ligase	protein_coding
AC114585.1	ENSMUSG00000115099	NA	1700087I21Rik	14	RIKEN cDNA 1700087I21 gene	lncRNA
Gm34907	ENSMUSG00000115762	NA	Gm34907	14	predicted gene, 34907	lncRNA
Scel	ENSMUSG00000022123	64929	Scel	14	sciellin	protein_coding
Slain1	ENSMUSG00000055717	105439	Slain1	14	SLAIN motif family, member 1	protein_coding
Ednrb	ENSMUSG00000022122	13618	Ednrb	14	endothelin receptor type B	protein_coding
Pou4f1	ENSMUSG00000048349	18996	Pou4f1	14	POU domain, class 4, transcription factor 1	protein_coding
Rnf219	ENSMUSG00000022120	72486	Rnf219	14	ring finger protein 219	protein_coding
Rbm26	ENSMUSG00000022119	74213	Rbm26	14	RNA binding motif protein 26	protein_coding
Ndfip2	ENSMUSG00000053253	76273	Ndfip2	14	Nedd4 family interacting protein 2	protein_coding
5430440P10Rik	ENSMUSG00000115548	NA	5430440P10Rik	14	RIKEN cDNA 5430440P10 gene	lncRNA
Gm10076	ENSMUSG00000060143	NA	Gm10076	14	predicted gene 10076	lncRNA
Spry2	ENSMUSG00000022114	24064	Spry2	14	sprouty RTK signaling antagonist 2	protein_coding
Trim52	ENSMUSG00000022113	212085	Trim52	14	tripartite motif-containing 52	protein_coding
Gm36107	ENSMUSG00000115439	NA	Gm36107	14	predicted gene, 36107	lncRNA
Slitrk6	ENSMUSG00000045871	239250	Slitrk6	14	SLIT and NTRK-like family, member 6	protein_coding
Slitrk5	ENSMUSG00000033214	75409	Slitrk5	14	SLIT and NTRK-like family, member 5	protein_coding
Tpm3-rs7	ENSMUSG00000058126	NA	Tpm3-rs7	14	tropomyosin 3, related sequence 7	protein_coding
Mir17hg	ENSMUSG00000089726	NA	Mir17hg	14	Mir17 host gene (non-protein coding)	lncRNA
Gpc5	ENSMUSG00000022112	103978	Gpc5	14	glypican 5	protein_coding
Gpc6	ENSMUSG00000058571	23888	Gpc6	14	glypican 6	protein_coding
Dct	ENSMUSG00000022129	13190	Dct	14	dopachrome tautomerase	protein_coding
Tgds	ENSMUSG00000022130	76355	Tgds	14	TDP-glucose 4,6-dehydratase	protein_coding
Gpr180	ENSMUSG00000022131	58245	Gpr180	14	G protein-coupled receptor 180	protein_coding
Sox21	ENSMUSG00000061517	223227	Sox21	14	SRY (sex determining region Y)-box 21	protein_coding
Gm4675	ENSMUSG00000090534	NA	Gm4675	14	predicted gene 4675	lncRNA
Abcc4	ENSMUSG00000032849	239273	Abcc4	14	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	protein_coding
Cldn10	ENSMUSG00000022132	58187	Cldn10	14	claudin 10	protein_coding
Dzip1	ENSMUSG00000042156	66573	Dzip1	14	DAZ interacting protein 1	protein_coding
Gm49179	ENSMUSG00000115718	NA	Gm49179	14	predicted gene, 49179	lncRNA
Dnajc3	ENSMUSG00000022136	100037258	Dnajc3	14	DnaJ heat shock protein family (Hsp40) member C3	protein_coding
AC154760.1	ENSMUSG00000115220	NA	Gm49768	14	predicted gene, 49768	lncRNA
Uggt2	ENSMUSG00000042104	66435	Uggt2	14	UDP-glucose glycoprotein glucosyltransferase 2	protein_coding
Hs6st3	ENSMUSG00000053465	50787	Hs6st3	14	heparan sulfate 6-O-sulfotransferase 3	protein_coding
Mbnl2	ENSMUSG00000022139	105559	Mbnl2	14	muscleblind like splicing factor 2	protein_coding
Rap2a	ENSMUSG00000051615	76108	Rap2a	14	RAS related protein 2a	protein_coding
Gm41253	ENSMUSG00000115835	NA	Gm41253	14	predicted gene, 41253	lncRNA
Ipo5	ENSMUSG00000030662	70572	Ipo5	14	importin 5	protein_coding
Farp1	ENSMUSG00000025555	223254	Farp1	14	FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived)	protein_coding
Stk24	ENSMUSG00000063410	223255	Stk24	14	serine/threonine kinase 24	protein_coding
Gm49035	ENSMUSG00000115390	NA	Gm49035	14	predicted gene, 49035	lncRNA
Dock9	ENSMUSG00000025558	105445	Dock9	14	dedicator of cytokinesis 9	protein_coding
1810041H14Rik	ENSMUSG00000102112	NA	1810041H14Rik	14	RIKEN cDNA 1810041H14 gene	lncRNA
Ubac2	ENSMUSG00000041765	68889	Ubac2	14	ubiquitin associated domain containing 2	protein_coding
Gpr18	ENSMUSG00000050350	110168	Gpr18	14	G protein-coupled receptor 18	protein_coding
Gpr183	ENSMUSG00000051212	321019	Gpr183	14	G protein-coupled receptor 183	protein_coding
Timm8a2	ENSMUSG00000071229	223262	Timm8a2	14	translocase of inner mitochondrial membrane 8A2	protein_coding
A330035P11Rik	ENSMUSG00000085615	NA	A330035P11Rik	14	RIKEN cDNA A330035P11 gene	lncRNA
Tm9sf2	ENSMUSG00000025544	68059	Tm9sf2	14	transmembrane 9 superfamily member 2	protein_coding
Clybl	ENSMUSG00000025545	69634	Clybl	14	citrate lyase beta like	protein_coding
Zic5	ENSMUSG00000041703	65100	Zic5	14	zinc finger protein of the cerebellum 5	protein_coding
Zic2	ENSMUSG00000061524	22772	Zic2	14	zinc finger protein of the cerebellum 2	protein_coding
Pcca	ENSMUSG00000041650	110821	Pcca	14	propionyl-Coenzyme A carboxylase, alpha polypeptide	protein_coding
Ggact	ENSMUSG00000041625	223267	Ggact	14	gamma-glutamylamine cyclotransferase	protein_coding
Tmtc4	ENSMUSG00000041594	70551	Tmtc4	14	transmembrane and tetratricopeptide repeat containing 4	protein_coding
4930594M22Rik	ENSMUSG00000085423	NA	4930594M22Rik	14	RIKEN cDNA 4930594M22 gene	lncRNA
Nalcn	ENSMUSG00000000197	338370	Nalcn	14	sodium leak channel, non-selective	protein_coding
Itgbl1	ENSMUSG00000032925	223272	Itgbl1	14	integrin, beta-like 1	protein_coding
Alkbh8	ENSMUSG00000025899	67667	Alkbh8	9	alkB homolog 8, tRNA methyltransferase	protein_coding
Cwf19l2	ENSMUSG00000025898	244672	Cwf19l2	9	CWF19-like 2, cell cycle control (S. pombe)	protein_coding
Gucy1a2	ENSMUSG00000041624	234889	Gucy1a2	9	guanylate cyclase 1, soluble, alpha 2	protein_coding
Aasdhppt	ENSMUSG00000025894	67618	Aasdhppt	9	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	protein_coding
Kbtbd3	ENSMUSG00000025893	69149	Kbtbd3	9	kelch repeat and BTB (POZ) domain containing 3	protein_coding
Msantd4	ENSMUSG00000041124	78100	Msantd4	9	Myb/SANT-like DNA-binding domain containing 4 with coiled-coils	protein_coding
Gria4	ENSMUSG00000025892	14802	Gria4	9	glutamate receptor, ionotropic, AMPA4 (alpha 4)	protein_coding
Casp1	ENSMUSG00000025888	12362	Casp1	9	caspase 1	protein_coding
Casp4	ENSMUSG00000033538	12363	Casp4	9	caspase 4, apoptosis-related cysteine peptidase	protein_coding
Casp12	ENSMUSG00000025887	12364	Casp12	9	caspase 12	protein_coding
Pdgfd	ENSMUSG00000032006	71785	Pdgfd	9	platelet-derived growth factor, D polypeptide	protein_coding
Ddi1	ENSMUSG00000047619	71829	Ddi1	9	DNA-damage inducible 1	protein_coding
Dync2h1	ENSMUSG00000047193	110350	Dync2h1	9	dynein cytoplasmic 2 heavy chain 1	protein_coding
Dcun1d5	ENSMUSG00000032002	76863	Dcun1d5	9	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	protein_coding
Mmp13	ENSMUSG00000050578	17386	Mmp13	9	matrix metallopeptidase 13	protein_coding
Mmp12	ENSMUSG00000049723	17381	Mmp12	9	matrix metallopeptidase 12	protein_coding
Mmp1b	ENSMUSG00000041620	83996	Mmp1b	9	matrix metallopeptidase 1b (interstitial collagenase)	protein_coding
Mmp3	ENSMUSG00000043613	17392	Mmp3	9	matrix metallopeptidase 3	protein_coding
Mmp10	ENSMUSG00000047562	17384	Mmp10	9	matrix metallopeptidase 10	protein_coding
Mmp8	ENSMUSG00000005800	17394	Mmp8	9	matrix metallopeptidase 8	protein_coding
Mmp27	ENSMUSG00000070323	234911	Mmp27	9	matrix metallopeptidase 27	protein_coding
Tmem123	ENSMUSG00000050912	71929	Tmem123	9	transmembrane protein 123	protein_coding
Birc2	ENSMUSG00000057367	11797	Birc2	9	baculoviral IAP repeat-containing 2	protein_coding
Birc3	ENSMUSG00000032000	11796	Birc3	9	baculoviral IAP repeat-containing 3	protein_coding
Yap1	ENSMUSG00000053110	22601	Yap1	9	yes-associated protein 1	protein_coding
9230110C19Rik	ENSMUSG00000053070	234912	Cfap300	9	cilia and flagella associated protein 300	protein_coding
Cep126	ENSMUSG00000040729	234915	Cep126	9	centrosomal protein 126	protein_coding
Trpc6	ENSMUSG00000031997	22068	Trpc6	9	transient receptor potential cation channel, subfamily C, member 6	protein_coding
Gm32014	ENSMUSG00000111602	NA	Gm32014	9	predicted gene, 32014	lncRNA
Pgr	ENSMUSG00000031870	18667	Pgr	9	progesterone receptor	protein_coding
Gm16485	ENSMUSG00000078117	NA	Gm16485	9	predicted gene 16485	TEC
Arhgap42	ENSMUSG00000050730	71544	Arhgap42	9	Rho GTPase activating protein 42	protein_coding
Gm16833	ENSMUSG00000085253	NA	Gm16833	9	predicted gene, 16833	lncRNA
Cntn5	ENSMUSG00000039488	244682	Cntn5	9	contactin 5	protein_coding
Gm47034	ENSMUSG00000111503	NA	Gm47034	9	predicted gene, 47034	lncRNA
Jrkl	ENSMUSG00000079083	77532	Jrkl	9	Jrk-like	protein_coding
Ccdc82	ENSMUSG00000079084	66396	Ccdc82	9	coiled-coil domain containing 82	protein_coding
Maml2	ENSMUSG00000031925	270118	Maml2	9	mastermind like transcriptional coactivator 2	protein_coding
Mtmr2	ENSMUSG00000031918	77116	Mtmr2	9	myotubularin related protein 2	protein_coding
Cep57	ENSMUSG00000031922	74360	Cep57	9	centrosomal protein 57	protein_coding
Fam76b	ENSMUSG00000037808	72826	Fam76b	9	family with sequence similarity 76, member B	protein_coding
Sesn3	ENSMUSG00000032009	75747	Sesn3	9	sestrin 3	protein_coding
Endod1	ENSMUSG00000037419	71946	Endod1	9	endonuclease domain containing 1	protein_coding
Kdm4d	ENSMUSG00000053914	244694	Kdm4d	9	lysine (K)-specific demethylase 4D	protein_coding
Cwc15	ENSMUSG00000004096	66070	Cwc15	9	CWC15 spliceosome-associated protein	protein_coding
Amotl1	ENSMUSG00000013076	75723	Amotl1	9	angiomotin-like 1	protein_coding
Gm7607	ENSMUSG00000111085	NA	Gm7607	9	predicted gene 7607	lncRNA
Piwil4	ENSMUSG00000036912	330890	Piwil4	9	piwi-like RNA-mediated gene silencing 4	protein_coding
Fut4	ENSMUSG00000049307	14345	Fut4	9	fucosyltransferase 4	protein_coding
1700012B09Rik	ENSMUSG00000031927	69325	1700012B09Rik	9	RIKEN cDNA 1700012B09 gene	protein_coding
Ankrd49	ENSMUSG00000031931	56503	Ankrd49	9	ankyrin repeat domain 49	protein_coding
Mre11a	ENSMUSG00000031928	17535	Mre11a	9	MRE11A homolog A, double strand break repair nuclease	protein_coding
Gm16302	ENSMUSG00000090023	NA	Gm16302	9	predicted gene 16302	lncRNA
Panx1	ENSMUSG00000031934	55991	Panx1	9	pannexin 1	protein_coding
Vstm5	ENSMUSG00000031937	69137	Vstm5	9	V-set and transmembrane domain containing 5	protein_coding
Med17	ENSMUSG00000031935	234959	Med17	9	mediator complex subunit 17	protein_coding
4931406C07Rik	ENSMUSG00000031938	70984	4931406C07Rik	9	RIKEN cDNA 4931406C07 gene	protein_coding
Taf1d	ENSMUSG00000031939	75316	Taf1d	9	TATA-box binding protein associated factor, RNA polymerase I, D	protein_coding
Cep295	ENSMUSG00000046111	319675	Cep295	9	centrosomal protein 295	protein_coding
Smco4	ENSMUSG00000058173	170748	Smco4	9	single-pass membrane protein with coiled-coil domains 4	protein_coding
Deup1	ENSMUSG00000039977	234964	Deup1	9	deuterosome assembly protein 1	protein_coding
Slc36a4	ENSMUSG00000043885	234967	Slc36a4	9	solute carrier family 36 (proton/amino acid symporter), member 4	protein_coding
Fat3	ENSMUSG00000074505	270120	Fat3	9	FAT atypical cadherin 3	protein_coding
Chordc1	ENSMUSG00000001774	66917	Chordc1	9	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	protein_coding
Naalad2	ENSMUSG00000043943	72560	Naalad2	9	N-acetylated alpha-linked acidic dipeptidase 2	protein_coding
Zfp558	ENSMUSG00000074500	72230	Zfp558	9	zinc finger protein 558	protein_coding
Muc16	ENSMUSG00000109564	73732	Muc16	9	mucin 16	protein_coding
Zfp317	ENSMUSG00000057551	244713	Zfp317	9	zinc finger protein 317	protein_coding
Olfr77	ENSMUSG00000051118	258336	Olfr77	9	olfactory receptor 77	protein_coding
Zfp560	ENSMUSG00000045519	434377	Zfp560	9	zinc finger protein 560	protein_coding
Zfp26	ENSMUSG00000063108	22688	Zfp26	9	zinc finger protein 26	protein_coding
Zfp426	ENSMUSG00000059475	235028	Zfp426	9	zinc finger protein 426	protein_coding
Zfp266	ENSMUSG00000060510	77519	Zfp266	9	zinc finger protein 266	protein_coding
Zfp846	ENSMUSG00000058192	244721	Zfp846	9	zinc finger protein 846	protein_coding
Fbxl12os	ENSMUSG00000062470	NA	Fbxl12os	9	F-box and leucine-rich repeat protein 12, opposite strand	lncRNA
Fbxl12	ENSMUSG00000066892	30843	Fbxl12	9	F-box and leucine-rich repeat protein 12	protein_coding
Ubl5	ENSMUSG00000084786	66177	Ubl5	9	ubiquitin-like 5	protein_coding
Pin1	ENSMUSG00000032171	23988	Pin1	9	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	protein_coding
Olfm2	ENSMUSG00000032172	244723	Olfm2	9	olfactomedin 2	protein_coding
Col5a3	ENSMUSG00000004098	53867	Col5a3	9	collagen, type V, alpha 3	protein_coding
A230050P20Rik	ENSMUSG00000038884	319278	Shfl	9	shiftless antiviral inhibitor of ribosomal frameshifting	protein_coding
Angptl6	ENSMUSG00000038742	70726	Angptl6	9	angiopoietin-like 6	protein_coding
Ppan	ENSMUSG00000004100	235036	Ppan	9	peter pan homolog	protein_coding
Eif3g	ENSMUSG00000070319	53356	Eif3g	9	eukaryotic translation initiation factor 3, subunit G	protein_coding
Dnmt1	ENSMUSG00000004099	13433	Dnmt1	9	DNA methyltransferase (cytosine-5) 1	protein_coding
S1pr2	ENSMUSG00000043895	14739	S1pr2	9	sphingosine-1-phosphate receptor 2	protein_coding
Mrpl4	ENSMUSG00000003299	66163	Mrpl4	9	mitochondrial ribosomal protein L4	protein_coding
Icam1	ENSMUSG00000037405	15894	Icam1	9	intercellular adhesion molecule 1	protein_coding
Gm47079	ENSMUSG00000110790	NA	Gm47079	9	predicted gene, 47079	lncRNA
Icam4	ENSMUSG00000001014	78369	Icam4	9	intercellular adhesion molecule 4, Landsteiner-Wiener blood group	protein_coding
Icam5	ENSMUSG00000032174	15898	Icam5	9	intercellular adhesion molecule 5, telencephalin	protein_coding
Gm26592	ENSMUSG00000097535	NA	Gm26592	9	predicted gene, 26592	lncRNA
Zglp1	ENSMUSG00000079681	100009600	Zglp1	9	zinc finger, GATA-like protein 1	protein_coding
Gm38431	ENSMUSG00000111497	NA	Gm38431	9	predicted gene, 38431	protein_coding
Fdx1l	ENSMUSG00000079677	68165	Fdx2	9	ferredoxin 2	protein_coding
Raver1	ENSMUSG00000010205	71766	Raver1	9	ribonucleoprotein, PTB-binding 1	protein_coding
1700084C06Rik	ENSMUSG00000086016	NA	1700084C06Rik	9	RIKEN cDNA 1700084C06 gene	lncRNA
Tyk2	ENSMUSG00000032175	54721	Tyk2	9	tyrosine kinase 2	protein_coding
Cdc37	ENSMUSG00000019471	12539	Cdc37	9	cell division cycle 37	protein_coding
Pde4a	ENSMUSG00000032177	18577	Pde4a	9	phosphodiesterase 4A, cAMP specific	protein_coding
Gm16754	ENSMUSG00000097439	NA	Gm16754	9	predicted gene, 16754	lncRNA
Keap1	ENSMUSG00000003308	50868	Keap1	9	kelch-like ECH-associated protein 1	protein_coding
S1pr5	ENSMUSG00000045087	94226	S1pr5	9	sphingosine-1-phosphate receptor 5	protein_coding
Atg4d	ENSMUSG00000002820	235040	Atg4d	9	autophagy related 4D, cysteine peptidase	protein_coding
Kri1	ENSMUSG00000035047	215194	Kri1	9	KRI1 homolog	protein_coding
Cdkn2d	ENSMUSG00000096472	12581	Cdkn2d	9	cyclin dependent kinase inhibitor 2D	protein_coding
Ap1m2	ENSMUSG00000003309	11768	Ap1m2	9	adaptor protein complex AP-1, mu 2 subunit	protein_coding
Gm39302	ENSMUSG00000111172	NA	Gm39302	9	predicted gene, 39302	lncRNA
Slc44a2	ENSMUSG00000057193	68682	Slc44a2	9	solute carrier family 44, member 2	protein_coding
Gm36198	ENSMUSG00000110915	NA	Gm36198	9	predicted gene, 36198	lncRNA
Ilf3	ENSMUSG00000032178	16201	Ilf3	9	interleukin enhancer binding factor 3	protein_coding
Gm16853	ENSMUSG00000097665	NA	Gm16853	9	predicted gene, 16853	lncRNA
Qtrt1	ENSMUSG00000002825	60507	Qtrt1	9	queuine tRNA-ribosyltransferase catalytic subunit 1	protein_coding
Dnm2	ENSMUSG00000033335	13430	Dnm2	9	dynamin 2	protein_coding
Tmed1	ENSMUSG00000032180	17083	Tmed1	9	transmembrane p24 trafficking protein 1	protein_coding
AB124611	ENSMUSG00000057191	382062	AB124611	9	cDNA sequence AB124611	protein_coding
Carm1	ENSMUSG00000032185	59035	Carm1	9	coactivator-associated arginine methyltransferase 1	protein_coding
Yipf2	ENSMUSG00000032182	74766	Yipf2	9	Yip1 domain family, member 2	protein_coding
Timm29	ENSMUSG00000048429	69773	Timm29	9	translocase of inner mitochondrial membrane 29	protein_coding
Smarca4	ENSMUSG00000032187	20586	Smarca4	9	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	protein_coding
Gm26511	ENSMUSG00000097155	NA	Gm26511	9	predicted gene, 26511	lncRNA
Ldlr	ENSMUSG00000032193	16835	Ldlr	9	low density lipoprotein receptor	protein_coding
Spc24	ENSMUSG00000074476	67629	Spc24	9	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)	protein_coding
Kank2	ENSMUSG00000032194	235041	Kank2	9	KN motif and ankyrin repeat domains 2	protein_coding
Dock6	ENSMUSG00000032198	319899	Dock6	9	dedicator of cytokinesis 6	protein_coding
Angptl8	ENSMUSG00000047822	624219	Angptl8	9	angiopoietin-like 8	protein_coding
Rab3d	ENSMUSG00000019066	19340	Rab3d	9	RAB3D, member RAS oncogene family	protein_coding
Tmem205	ENSMUSG00000040883	235043	Tmem205	9	transmembrane protein 205	protein_coding
Ccdc159	ENSMUSG00000006241	67119	Ccdc159	9	coiled-coil domain containing 159	protein_coding
Plppr2	ENSMUSG00000040563	235044	Plppr2	9	phospholipid phosphatase related 2	protein_coding
Swsap1	ENSMUSG00000051238	66962	Swsap1	9	SWIM type zinc finger 7 associated protein 1	protein_coding
Epor	ENSMUSG00000006235	13857	Epor	9	erythropoietin receptor	protein_coding
Rgl3	ENSMUSG00000040146	71746	Rgl3	9	ral guanine nucleotide dissociation stimulator-like 3	protein_coding
Ccdc151	ENSMUSG00000039632	77609	Ccdc151	9	coiled-coil domain containing 151	protein_coding
Prkcsh	ENSMUSG00000003402	19089	Prkcsh	9	protein kinase C substrate 80K-H	protein_coding
Elavl3	ENSMUSG00000003410	15571	Elavl3	9	ELAV like RNA binding protein 3	protein_coding
Zfp653	ENSMUSG00000038895	319601	Zfp653	9	zinc finger protein 653	protein_coding
Gm16845	ENSMUSG00000096981	NA	Gm16845	9	predicted gene, 16845	lncRNA
Ecsit	ENSMUSG00000066839	26940	Ecsit	9	ECSIT signalling integrator	protein_coding
Cnn1	ENSMUSG00000001349	12797	Cnn1	9	calponin 1	protein_coding
Elof1	ENSMUSG00000013822	66126	Elof1	9	ELF1 homolog, elongation factor 1	protein_coding
Acp5	ENSMUSG00000001348	11433	Acp5	9	acid phosphatase 5, tartrate resistant	protein_coding
Pigyl	ENSMUSG00000010607	66268	Pigyl	9	phosphatidylinositol glycan anchor biosynthesis, class Y-like	protein_coding
Zfp872	ENSMUSG00000074472	619310	Zfp872	9	zinc finger protein 872	protein_coding
1810064F22Rik	ENSMUSG00000090925	NA	1810064F22Rik	9	RIKEN cDNA 1810064F22 gene	lncRNA
Zfp809	ENSMUSG00000057982	235047	Zfp809	9	zinc finger protein 809	protein_coding
Zfp599	ENSMUSG00000062794	235048	Zfp599	9	zinc finger protein 599	protein_coding
Zfp810	ENSMUSG00000066829	235050	Zfp810	9	zinc finger protein 810	protein_coding
Anln	ENSMUSG00000036777	68743	Anln	9	anillin, actin binding protein	protein_coding
Rp9	ENSMUSG00000032239	55934	Rp9	9	retinitis pigmentosa 9 (human)	protein_coding
9530077C05Rik	ENSMUSG00000036411	68283	9530077C05Rik	9	RIKEN cDNA 9530077C05 gene	protein_coding
Bbs9	ENSMUSG00000035919	319845	Bbs9	9	Bardet-Biedl syndrome 9 (human)	protein_coding
Bmper	ENSMUSG00000031963	73230	Bmper	9	BMP-binding endothelial regulator	protein_coding
Dpy19l1	ENSMUSG00000043067	244745	Dpy19l1	9	dpy-19-like 1 (C. elegans)	protein_coding
Tbx20	ENSMUSG00000031965	57246	Tbx20	9	T-box 20	protein_coding
Herpud2	ENSMUSG00000008429	80517	Herpud2	9	HERPUD family member 2	protein_coding
Gm29642	ENSMUSG00000100002	NA	Gm29642	9	predicted gene 29642	lncRNA
Sept7	ENSMUSG00000001833	235072	Sept7	9	septin 7	protein_coding
Eepd1	ENSMUSG00000036611	67484	Eepd1	9	endonuclease/exonuclease/phosphatase family domain containing 1	protein_coding
Glb1l2	ENSMUSG00000036395	244757	Glb1l2	9	galactosidase, beta 1-like 2	protein_coding
Acad8	ENSMUSG00000031969	66948	Acad8	9	acyl-Coenzyme A dehydrogenase family, member 8	protein_coding
Thyn1	ENSMUSG00000035443	77862	Thyn1	9	thymocyte nuclear protein 1	protein_coding
Vps26b	ENSMUSG00000031988	69091	Vps26b	9	VPS26 retromer complex component B	protein_coding
Ncapd3	ENSMUSG00000035024	78658	Ncapd3	9	non-SMC condensin II complex, subunit D3	protein_coding
Jam3	ENSMUSG00000031990	83964	Jam3	9	junction adhesion molecule 3	protein_coding
Gm48796	ENSMUSG00000111390	NA	Gm48796	9	predicted gene, 48796	lncRNA
Igsf9b	ENSMUSG00000034275	235086	Igsf9b	9	immunoglobulin superfamily, member 9B	protein_coding
Opcml	ENSMUSG00000062257	330908	Opcml	9	opioid binding protein/cell adhesion molecule-like	protein_coding
Ntm	ENSMUSG00000059974	235106	Ntm	9	neurotrimin	protein_coding
Snx19	ENSMUSG00000031993	102607	Snx19	9	sorting nexin 19	protein_coding
Adamts15	ENSMUSG00000033453	235130	Adamts15	9	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15	protein_coding
