ensembl_gene_id	entrezgene_id	external_gene_name	chromosome_name	description	gene_biotype
ENSG00000165678	27069	GHITM	10	growth hormone inducible transmembrane protein	protein_coding
ENSG00000107771	54462	CCSER2	10	coiled-coil serine rich protein 2	protein_coding
ENSG00000062650	23063	WAPL	10	WAPL cohesin release factor	protein_coding
ENSG00000107779	657	BMPR1A	10	bone morphogenetic protein receptor type 1A	protein_coding
ENSG00000173269	79812	MMRN2	10	multimerin 2	protein_coding
ENSG00000173267	6623	SNCG	10	synuclein gamma	protein_coding
ENSG00000148671	10974	ADIRF	10	adipogenesis regulatory factor	protein_coding
ENSG00000148672	2746	GLUD1	10	glutamate dehydrogenase 1	protein_coding
ENSG00000122376	54537	SHLD2	10	shieldin complex subunit 2	protein_coding
ENSG00000223482	NA	NUTM2A-AS1	10	NUTM2A antisense RNA 1	lncRNA
ENSG00000107789	9562	MINPP1	10	multiple inositol-polyphosphate phosphatase 1	protein_coding
ENSG00000198682	9060	PAPSS2	10	3'-phosphoadenosine 5'-phosphosulfate synthase 2	protein_coding
ENSG00000138138	84896	ATAD1	10	ATPase family AAA domain containing 1	protein_coding
ENSG00000171862	5728	PTEN	10	phosphatase and tensin homolog	protein_coding
ENSG00000107796	59	ACTA2	10	actin alpha 2, smooth muscle	protein_coding
ENSG00000026103	355	FAS	10	Fas cell surface death receptor	protein_coding
ENSG00000107798	3988	LIPA	10	lipase A, lysosomal acid type	protein_coding
ENSG00000119922	3433	IFIT2	10	interferon induced protein with tetratricopeptide repeats 2	protein_coding
ENSG00000119917	3437	IFIT3	10	interferon induced protein with tetratricopeptide repeats 3	protein_coding
ENSG00000185745	3434	IFIT1	10	interferon induced protein with tetratricopeptide repeats 1	protein_coding
ENSG00000152778	24138	IFIT5	10	interferon induced protein with tetratricopeptide repeats 5	protein_coding
ENSG00000152782	53354	PANK1	10	pantothenate kinase 1	protein_coding
ENSG00000138182	9585	KIF20B	10	kinesin family member 20B	protein_coding
ENSG00000148688	10556	RPP30	10	ribonuclease P/MRP subunit p30	protein_coding
ENSG00000148677	27063	ANKRD1	10	ankyrin repeat domain 1	protein_coding
ENSG00000180628	84333	PCGF5	10	polycomb group ring finger 5	protein_coding
ENSG00000165338	143279	HECTD2	10	HECT domain E3 ubiquitin protein ligase 2	protein_coding
ENSG00000107854	80351	TNKS2	10	tankyrase 2	protein_coding
ENSG00000174721	143282	FGFBP3	10	fibroblast growth factor binding protein 3	protein_coding
ENSG00000095564	9044	BTAF1	10	B-TFIID TATA-box binding protein associated factor 1	protein_coding
ENSG00000198060	54708	MARCH5	10	membrane associated ring-CH-type finger 5	protein_coding
ENSG00000119912	3416	IDE	10	insulin degrading enzyme	protein_coding
ENSG00000138160	3832	KIF11	10	kinesin family member 11	protein_coding
ENSG00000152804	3087	HHEX	10	hematopoietically expressed homeobox	protein_coding
ENSG00000138190	54536	EXOC6	10	exocyst complex component 6	protein_coding
ENSG00000138119	26509	MYOF	10	myoferlin	protein_coding
ENSG00000138180	55165	CEP55	10	centrosomal protein 55	protein_coding
ENSG00000138207	5950	RBP4	10	retinol binding protein 4	protein_coding
ENSG00000148690	118924	FRA10AC1	10	FRA10A associated CGG repeat 1	protein_coding
ENSG00000176273	159371	SLC35G1	10	solute carrier family 35 member G1	protein_coding
ENSG00000138193	51196	PLCE1	10	phospholipase C epsilon 1	protein_coding
ENSG00000268894	NA	PLCE1-AS1	10	PLCE1 antisense RNA 1	lncRNA
ENSG00000173145	64318	NOC3L	10	NOC3 like DNA replication regulator	protein_coding
ENSG00000108239	23232	TBC1D12	10	TBC1 domain family member 12	protein_coding
ENSG00000119969	3070	HELLS	10	helicase, lymphoid specific	protein_coding
ENSG00000107438	9124	PDLIM1	10	PDZ and LIM domain 1	protein_coding
ENSG00000059573	5832	ALDH18A1	10	aldehyde dehydrogenase 18 family member A1	protein_coding
ENSG00000119977	26123	TCTN3	10	tectonic family member 3	protein_coding
ENSG00000226688	NA	ENTPD1-AS1	10	ENTPD1 antisense RNA 1	lncRNA
ENSG00000188649	387707	CC2D2B	10	coiled-coil and C2 domain containing 2B	protein_coding
ENSG00000107443	54619	CCNJ	10	cyclin J	protein_coding
ENSG00000177853	9849	ZNF518A	10	zinc finger protein 518A	protein_coding
ENSG00000077147	56889	TM9SF3	10	transmembrane 9 superfamily member 3	protein_coding
ENSG00000196233	84458	LCOR	10	ligand dependent nuclear receptor corepressor	protein_coding
ENSG00000213390	84986	ARHGAP19	10	Rho GTPase activating protein 19	protein_coding
ENSG00000165879	10023	FRAT1	10	FRAT regulator of WNT signaling pathway 1	protein_coding
ENSG00000181274	23401	FRAT2	10	FRAT regulator of WNT signaling pathway 2	protein_coding
ENSG00000052749	23223	RRP12	10	ribosomal RNA processing 12 homolog	protein_coding
ENSG00000171314	5223	PGAM1	10	phosphoglycerate mutase 1	protein_coding
ENSG00000171311	51013	EXOSC1	10	exosome component 1	protein_coding
ENSG00000171307	84287	ZDHHC16	10	zinc finger DHHC-type containing 16	protein_coding
ENSG00000155229	64210	MMS19	10	MMS19 homolog, cytosolic iron-sulfur assembly component	protein_coding
ENSG00000165886	80019	UBTD1	10	ubiquitin domain containing 1	protein_coding
ENSG00000241935	112817	HOGA1	10	4-hydroxy-2-oxoglutarate aldolase 1	protein_coding
ENSG00000171160	118812	MORN4	10	MORN repeat containing 4	protein_coding
ENSG00000155252	55361	PI4K2A	10	phosphatidylinositol 4-kinase type 2 alpha	protein_coding
ENSG00000119986	60370	AVPI1	10	arginine vasopressin induced 1	protein_coding
ENSG00000155254	83742	MARVELD1	10	MARVEL domain containing 1	protein_coding
ENSG00000155256	118813	ZFYVE27	10	zinc finger FYVE-type containing 27	protein_coding
ENSG00000095713	55118	CRTAC1	10	cartilage acidic protein 1	protein_coding
ENSG00000166024	27291	R3HCC1L	10	R3H domain and coiled-coil containing 1 like	protein_coding
ENSG00000119943	84795	PYROXD2	10	pyridine nucleotide-disulphide oxidoreductase domain 2	protein_coding
ENSG00000107521	3257	HPS1	10	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1	protein_coding
ENSG00000120053	2805	GOT1	10	glutamic-oxaloacetic transaminase 1	protein_coding
ENSG00000155287	81894	SLC25A28	10	solute carrier family 25 member 28	protein_coding
ENSG00000119929	51076	CUTC	10	cutC copper transporter	protein_coding
ENSG00000014919	1355	COX15	10	cytochrome c oxidase assembly homolog COX15	protein_coding
ENSG00000107554	23268	DNMBP	10	dynamin binding protein	protein_coding
ENSG00000107566	10613	ERLIN1	10	ER lipid raft associated 1	protein_coding
ENSG00000213341	1147	CHUK	10	component of inhibitor of nuclear factor kappa B kinase complex	protein_coding
ENSG00000095485	55280	CWF19L1	10	CWF19 like cell cycle control factor 1	protein_coding
ENSG00000196072	282991	BLOC1S2	10	biogenesis of lysosomal organelles complex 1 subunit 2	protein_coding
ENSG00000099194	6319	SCD	10	stearoyl-CoA desaturase	protein_coding
ENSG00000235823	NA	OLMALINC	10	oligodendrocyte maturation-associated long intergenic non-coding RNA	lncRNA
ENSG00000075826	25956	SEC31B	10	SEC31 homolog B, COPII coat complex component	protein_coding
ENSG00000166136	4714	NDUFB8	10	NADH:ubiquinone oxidoreductase subunit B8	protein_coding
ENSG00000166135	55662	HIF1AN	10	hypoxia inducible factor 1 subunit alpha inhibitor	protein_coding
ENSG00000119906	55719	SLF2	10	SMC5-SMC6 complex localization factor 2	protein_coding
ENSG00000055950	84545	MRPL43	10	mitochondrial ribosomal protein L43	protein_coding
ENSG00000095539	57715	SEMA4G	10	semaphorin 4G	protein_coding
ENSG00000107815	56652	TWNK	10	twinkle mtDNA helicase	protein_coding
ENSG00000107816	84445	LZTS2	10	leucine zipper tumor suppressor 2	protein_coding
ENSG00000186862	79955	PDZD7	10	PDZ domain containing 7	protein_coding
ENSG00000107819	81855	SFXN3	10	sideroflexin 3	protein_coding
ENSG00000166167	8945	BTRC	10	beta-transducin repeat containing E3 ubiquitin protein ligase	protein_coding
ENSG00000166171	25911	DPCD	10	deleted in primary ciliary dyskinesia homolog (mouse)	protein_coding
ENSG00000166169	27343	POLL	10	DNA polymerase lambda	protein_coding
ENSG00000107829	6468	FBXW4	10	F-box and WD repeat domain containing 4	protein_coding
ENSG00000107833	10360	NPM3	10	nucleophosmin/nucleoplasmin 3	protein_coding
ENSG00000198408	10724	OGA	10	O-GlcNAcase	protein_coding
ENSG00000226009	NA	KCNIP2-AS1	10	KCNIP2 antisense RNA 1	lncRNA
ENSG00000120029	79591	ARMH3	10	armadillo like helical domain containing 3	protein_coding
ENSG00000166189	79803	HPS6	10	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3	protein_coding
ENSG00000198728	8861	LDB1	10	LIM domain binding 1	protein_coding
ENSG00000148840	23082	PPRC1	10	PPARG related coactivator 1	protein_coding
ENSG00000166197	9221	NOLC1	10	nucleolar and coiled-body phosphoprotein 1	protein_coding
ENSG00000107862	8729	GBF1	10	golgi brefeldin A resistant guanine nucleotide exchange factor 1	protein_coding
ENSG00000077150	4791	NFKB2	10	nuclear factor kappa B subunit 2	protein_coding
ENSG00000107872	79176	FBXL15	10	F-box and leucine rich repeat protein 15	protein_coding
ENSG00000107874	79004	CUEDC2	10	CUE domain containing 2	protein_coding
ENSG00000138111	79847	MFSD13A	10	major facilitator superfamily domain containing 13A	protein_coding
ENSG00000138107	10121	ACTR1A	10	actin related protein 1A	protein_coding
ENSG00000107882	51684	SUFU	10	SUFU negative regulator of hedgehog signaling	protein_coding
ENSG00000171206	81603	TRIM8	10	tripartite motif containing 8	protein_coding
ENSG00000138175	403	ARL3	10	ADP ribosylation factor like GTPase 3	protein_coding
ENSG00000156398	118980	SFXN2	10	sideroflexin 2	protein_coding
ENSG00000166272	54838	WBP1L	10	WW domain binding protein 1 like	protein_coding
ENSG00000166275	119032	BORCS7	10	BLOC-1 related complex subunit 7	protein_coding
ENSG00000148842	54805	CNNM2	10	cyclin and CBS domain divalent metal cation transport mediator 2	protein_coding
ENSG00000076685	22978	NT5C2	10	5'-nucleotidase, cytosolic II	protein_coding
ENSG00000156374	84108	PCGF6	10	polycomb group ring finger 6	protein_coding
ENSG00000148835	6877	TAF5	10	TATA-box binding protein associated factor 5	protein_coding
ENSG00000173915	84833	ATP5MD	10	ATP synthase membrane subunit DAPIT	protein_coding
ENSG00000148843	22984	PDCD11	10	programmed cell death 11	protein_coding
ENSG00000138172	51063	CALHM2	10	calcium homeostasis modulator family member 2	protein_coding
ENSG00000107954	9148	NEURL1	10	neuralized E3 ubiquitin protein ligase 1	protein_coding
ENSG00000107957	9644	SH3PXD2A	10	SH3 and PX domains 2A	protein_coding
ENSG00000107960	79991	STN1	10	STN1 subunit of CST complex	protein_coding
ENSG00000065613	9748	SLK	10	STE20 like kinase	protein_coding
ENSG00000065618	1308	COL17A1	10	collagen type XVII alpha 1 chain	protein_coding
ENSG00000156384	119392	SFR1	10	SWI5 dependent homologous recombination repair protein 1	protein_coding
ENSG00000148834	9446	GSTO1	10	glutathione S-transferase omega 1	protein_coding
ENSG00000148841	85450	ITPRIP	10	inositol 1,4,5-trisphosphate receptor interacting protein	protein_coding
ENSG00000108039	7511	XPNPEP1	10	X-prolyl aminopeptidase 1	protein_coding
ENSG00000148700	120	ADD3	10	adducin 3	protein_coding
ENSG00000119950	4601	MXI1	10	MAX interactor 1, dimerization protein	protein_coding
ENSG00000119953	10285	SMNDC1	10	survival motor neuron domain containing 1	protein_coding
ENSG00000138166	1847	DUSP5	10	dual specificity phosphatase 5	protein_coding
ENSG00000108055	9126	SMC3	10	structural maintenance of chromosomes 3	protein_coding
ENSG00000203497	NA	PDCD4-AS1	10	PDCD4 antisense RNA 1	lncRNA
ENSG00000150593	27250	PDCD4	10	programmed cell death 4	protein_coding
ENSG00000214413	92482	BBIP1	10	BBSome interacting protein 1	protein_coding
ENSG00000108061	8036	SHOC2	10	SHOC2 leucine rich repeat scaffold protein	protein_coding
ENSG00000119927	57678	GPAM	10	glycerol-3-phosphate acyltransferase, mitochondrial	protein_coding
ENSG00000197142	51703	ACSL5	10	acyl-CoA synthetase long chain family member 5	protein_coding
ENSG00000023041	64429	ZDHHC6	10	zinc finger DHHC-type containing 6	protein_coding
ENSG00000151532	143187	VTI1A	10	vesicle transport through interaction with t-SNAREs 1A	protein_coding
ENSG00000148737	6934	TCF7L2	10	transcription factor 7 like 2	protein_coding
ENSG00000165806	840	CASP7	10	caspase 7	protein_coding
ENSG00000198924	9937	DCLRE1A	10	DNA cross-link repair 1A	protein_coding
ENSG00000196865	374354	NHLRC2	10	NHL repeat containing 2	protein_coding
ENSG00000043591	153	ADRB1	10	adrenoceptor beta 1	protein_coding
ENSG00000165813	55088	CCDC186	10	coiled-coil domain containing 186	protein_coding
ENSG00000099204	3983	ABLIM1	10	actin binding LIM protein 1	protein_coding
ENSG00000151553	57700	FAM160B1	10	family with sequence similarity 160 member B1	protein_coding
ENSG00000165832	142940	TRUB1	10	TruB pseudouridine synthase family member 1	protein_coding
ENSG00000151892	2674	GFRA1	10	GDNF family receptor alpha 1	protein_coding
ENSG00000187164	57698	SHTN1	10	shootin 1	protein_coding
ENSG00000165650	118987	PDZD8	10	PDZ domain containing 8	protein_coding
ENSG00000107560	22841	RAB11FIP2	10	RAB11 family interacting protein 2	protein_coding
ENSG00000165669	63877	FAM204A	10	family with sequence similarity 204 member A	protein_coding
ENSG00000151893	143384	CACUL1	10	CDK2 associated cullin domain 1	protein_coding
ENSG00000107581	8661	EIF3A	10	eukaryotic translation initiation factor 3 subunit A	protein_coding
ENSG00000119979	404636	DENND10	10	DENN domain containing 10	protein_coding
ENSG00000183605	119559	SFXN4	10	sideroflexin 4	protein_coding
ENSG00000165672	10935	PRDX3	10	peroxiredoxin 3	protein_coding
ENSG00000198873	2869	GRK5	10	G protein-coupled receptor kinase 5	protein_coding
ENSG00000148908	6001	RGS10	10	regulator of G protein signaling 10	protein_coding
ENSG00000151923	7073	TIAL1	10	TIA1 cytotoxic granule associated RNA binding protein like 1	protein_coding
ENSG00000151929	9531	BAG3	10	BCL2 associated athanogene 3	protein_coding
ENSG00000198825	22876	INPP5F	10	inositol polyphosphate-5-phosphatase F	protein_coding
ENSG00000197771	79892	MCMBP	10	minichromosome maintenance complex binding protein	protein_coding
ENSG00000107651	11196	SEC23IP	10	SEC23 interacting protein	protein_coding
ENSG00000120008	55717	WDR11	10	WD repeat domain 11	protein_coding
ENSG00000107669	11101	ATE1	10	arginyltransferase 1	protein_coding
ENSG00000107672	54780	NSMCE4A	10	NSE4 homolog A, SMC5-SMC6 complex component	protein_coding
ENSG00000138162	10579	TACC2	10	transforming acidic coiled-coil containing protein 2	protein_coding
ENSG00000107679	59338	PLEKHA1	10	pleckstrin homology domain containing A1	protein_coding
ENSG00000166033	5654	HTRA1	10	HtrA serine peptidase 1	protein_coding
ENSG00000213185	196792	FAM24B	10	family with sequence similarity 24 member B	protein_coding
ENSG00000119965	80007	C10orf88	10	chromosome 10 open reading frame 88	protein_coding
ENSG00000179988	118672	PSTK	10	phosphoseryl-tRNA kinase	protein_coding
ENSG00000095574	64376	IKZF5	10	IKAROS family zinc finger 5	protein_coding
ENSG00000196177	36	ACADSB	10	acyl-CoA dehydrogenase short/branched chain	protein_coding
ENSG00000154473	9184	BUB3	10	BUB3 mitotic checkpoint protein	protein_coding
ENSG00000065154	4942	OAT	10	ornithine aminotransferase	protein_coding
ENSG00000107902	64077	LHPP	10	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	protein_coding
ENSG00000189319	9679	FAM53B	10	family with sequence similarity 53 member B	protein_coding
ENSG00000203791	399818	EEF1AKMT2	10	EEF1A lysine methyltransferase 2	protein_coding
ENSG00000165660	23172	ABRAXAS2	10	abraxas 2, BRISC complex subunit	protein_coding
ENSG00000019995	54764	ZRANB1	10	zinc finger RANBP2-type containing 1	protein_coding
ENSG00000175029	1488	CTBP2	10	C-terminal binding protein 2	protein_coding
ENSG00000107938	26098	EDRF1	10	erythroid differentiation regulatory factor 1	protein_coding
ENSG00000188690	7390	UROS	10	uroporphyrinogen III synthase	protein_coding
ENSG00000107949	56647	BCCIP	10	BRCA2 and CDKN1A interacting protein	protein_coding
ENSG00000089876	55760	DHX32	10	DEAH-box helicase 32 (putative)	protein_coding
ENSG00000150760	1793	DOCK1	10	dedicator of cytokinesis 1	protein_coding
ENSG00000132334	5791	PTPRE	10	protein tyrosine phosphatase receptor type E	protein_coding
ENSG00000148773	4288	MKI67	10	marker of proliferation Ki-67	protein_coding
ENSG00000170430	4255	MGMT	10	O-6-methylguanine-DNA methyltransferase	protein_coding
ENSG00000108010	10539	GLRX3	10	glutaredoxin 3	protein_coding
ENSG00000175470	55844	PPP2R2D	10	protein phosphatase 2 regulatory subunit Bdelta	protein_coding
ENSG00000176171	664	BNIP3	10	BCL2 interacting protein 3	protein_coding
ENSG00000151640	10570	DPYSL4	10	dihydropyrimidinase like 4	protein_coding
ENSG00000165752	282974	STK32C	10	serine/threonine kinase 32C	protein_coding
ENSG00000148814	80313	LRRC27	10	leucine rich repeat containing 27	protein_coding
ENSG00000171813	170394	PWWP2B	10	PWWP domain containing 2B	protein_coding
ENSG00000068383	3632	INPP5A	10	inositol polyphosphate-5-phosphatase A	protein_coding
ENSG00000130640	10844	TUBGCP2	10	tubulin gamma complex associated protein 2	protein_coding
ENSG00000198546	118472	ZNF511	10	zinc finger protein 511	protein_coding
ENSG00000148803	282969	FUOM	10	fucose mutarotase	protein_coding
ENSG00000127884	1892	ECHS1	10	enoyl-CoA hydratase, short chain 1	protein_coding
ENSG00000148832	196743	PAOX	10	polyamine oxidase	protein_coding
ENSG00000148824	92170	MTG1	10	mitochondrial ribosome associated GTPase 1	protein_coding
ENSG00000073614	5927	KDM5A	12	lysine demethylase 5A	protein_coding
ENSG00000120647	84318	CCDC77	12	coiled-coil domain containing 77	protein_coding
ENSG00000060237	65125	WNK1	12	WNK lysine deficient protein kinase 1	protein_coding
ENSG00000002016	5893	RAD52	12	RAD52 homolog, DNA repair protein	protein_coding
ENSG00000082805	23085	ERC1	12	ELKS/RAB6-interacting/CAST family member 1	protein_coding
ENSG00000111186	81029	WNT5B	12	Wnt family member 5B	protein_coding
ENSG00000006831	79602	ADIPOR2	12	adiponectin receptor 2	protein_coding
ENSG00000151065	196513	DCP1B	12	decapping mRNA 1B	protein_coding
ENSG00000004478	2288	FKBP4	12	FKBP prolyl isomerase 4	protein_coding
ENSG00000258325	NA	ITFG2-AS1	12	ITFG2 antisense RNA 1	lncRNA
ENSG00000111203	55846	ITFG2	12	integrin alpha FG-GAP repeat containing 2	protein_coding
ENSG00000111206	2305	FOXM1	12	forkhead box M1	protein_coding
ENSG00000171792	83695	RHNO1	12	RAD9-HUS1-RAD1 interacting nuclear orphan 1	protein_coding
